X,y
9.50714306409916,83.18070013646766
7.319939418114051,63.8512273709636
5.986584841970366,42.35758918095038
1.560186404424365,24.555872420705786
1.5599452033620265,27.43877008264169
0.5808361216819945,29.266926828853798
8.661761457749352,73.40437790226069
6.011150117432088,48.44455263155184
7.080725777960454,58.78806313302816
0.20584494295802402,25.211494273601
9.699098521619945,88.37005596599433
8.324426408004218,70.04290821408867
2.1233911067827616,30.74002640286071
1.818249672071006,27.26254951094775
1.834045098534338,31.690848817650593
3.0424224295953772,29.319535515441384
5.247564316322379,45.11915471755427
4.319450186421157,38.46086975879219
2.9122914019804194,24.811875949300294
6.118528947223795,54.81074681820047
1.3949386065204181,26.268433666845155
2.9214464853521815,32.2038465659795
3.663618432936917,35.18675964079708
4.56069984217036,34.9252390364081
7.851759613930136,66.11210384194135
1.9967378215835971,25.871425653373908
5.142344384136116,41.993129112322755
5.924145688620425,51.00420936353122
0.46450412719997697,23.500072299346947
6.075448519014383,62.421704945973445
1.705241236872915,27.15175184515069
0.650515929852795,23.40856813316911
9.488855372533333,84.10968705111104
9.656320330745594,76.67291384772986
8.083973481164612,70.25960196391682
3.0461376917337066,33.151146059706555
0.9767211400638386,35.62796765679699
6.842330265121569,58.29217935425852
4.4015249373960135,42.46168023366369
1.220382348447788,24.083321427378323
4.951769101112702,38.81992400753425
0.34388521115218346,26.79307252141133
9.09320402078782,84.11382097126605
2.587799816000169,34.397242338291946
6.62522284353982,52.8861623472705
3.1171107608941098,40.25185563563557
5.200680211778108,39.41161518744508
5.4671027934327965,51.29127903088402
1.8485445552552704,37.864758583921265
9.695846277645584,81.73863122317682
7.7513282336111455,64.4557318068905
9.394989415641891,83.98955552037314
8.948273504276488,76.35608172518312
5.978999788110853,44.48305759549373
9.218742350231167,81.99312613270193
0.884925020519195,17.65649340970342
1.959828624191452,29.78381932023033
0.45227288910538055,16.841517802635018
3.2533033076326436,41.74317491256702
3.8867728968948203,33.786853649817736
2.713490317738959,29.47537525397373
8.287375091519294,76.40194572442
3.567533266935893,29.63919566291562
2.8093450968738076,32.72230291297363
5.426960831582485,54.59735781317178
1.4092422497476265,16.98469606382624
8.021969807540396,70.72987855251858
0.745506436797708,23.75824522055797
9.868869366005171,92.47355548221222
7.722447692966574,60.83706887275122
1.987156815341724,20.93870426410742
0.0552211712360235,22.77659109289363
8.154614284548341,72.5478598717149
7.068573438476172,62.444076749210225
7.2900716804098735,64.86051413092011
7.712703466859459,63.532304699768275
0.7404465173409035,23.601912455844637
3.5846572854427263,37.359241364452636
1.158690595251297,20.441340253831576
8.631034258755935,85.01987628231903
6.232981268275579,56.608130605655376
3.308980248526492,28.350163373621612
0.6355835028602359,25.35110510739309
3.109823217156622,28.324461477119804
3.2518332202674705,37.920690396488716
7.296061783380639,68.97417026394194
6.3755747135521315,51.28249372013198
8.872127425763265,82.91912094710368
4.722149251619493,45.14982981136919
1.195942459383017,28.27023952458354
7.13244787222995,71.2300335899906
7.607850486168974,64.74836648645318
5.612771975694963,45.67091880575613
7.70967179954561,62.45705895319275
4.937955963643908,40.4881801056591
5.227328293819939,46.22646077093749
4.275410183585496,41.84364332000233
0.2541912674409515,22.171873079150252
1.0789142699330445,27.838281455725316
5.6172839456172845,49.38271605493827
