X,y
4.370861069626263,44.14384603745348
9.556428757689245,94.06925082456311
7.587945476302646,76.33825864570397
6.387926357773329,53.941419004728836
2.4041677639819286,22.943318200631722
2.403950683025824,25.82506968781697
1.5227525095137953,22.616995318845532
8.795585311974417,85.36450202837594
6.41003510568888,60.05788304242286
7.372653200164409,71.21774678372141
1.185260448662222,16.42961507513259
9.72918866945795,98.93564224287792
8.491983767203795,82.27103665320274
2.9110519961044856,31.676857126611637
2.636424704863906,26.84963479537926
2.650640588680904,31.349630839473487
3.7381801866358395,33.871536396971635
5.72280788469014,55.58976811391256
4.887505167779041,46.91451091212962
3.6210622617823773,28.89304787716318
6.506676052501415,66.54736191033705
2.2554447458683766,23.859723819583216
3.629301836816963,36.31858565138194
4.297256589643226,41.79963022955652
5.104629857953324,43.96944486928116
8.066583652537123,78.56260991154443
2.7970640394252375,26.257067811618526
5.628109945722504,52.26971311111694
6.331731119758382,62.51088263925377
1.4180537144799796,16.20079142887249
6.467903667112945,74.1099661771821
2.5347171131856236,26.22006019601543
1.5854643368675156,17.142395322288976
9.539969835279999,95.02746877396915
9.690688297671034,87.31302690021514
8.275576133048151,82.62319195323542
3.741523922560336,37.71639027530849
1.8790490260574548,31.106700823000978
7.158097238609412,70.61916756218851
4.961372443656412,51.12146114823218
2.0983441136030097,20.80988228750388
5.456592191001432,48.72253172191667
1.3094966900369656,18.80908097294476
9.18388361870904,95.59850135052426
3.3290198344001523,37.24535807921676
6.962700559185838,65.08006831788468
3.8053996848046987,45.06796840272748
5.680612190600297,49.79686659204157
5.920392514089517,62.138210609896525
2.6636900997297435,37.589179126347325
9.726261649881026,92.30993487315682
7.976195410250031,76.93046545448645
9.455490474077703,95.05316156621524
9.053446153848839,88.0170832679074
6.381099809299767,56.057680937667
9.296868115208051,93.31149602611065
1.7964325184672756,12.65280661604223
2.763845761772307,30.00641977089898
1.4070456001948426,9.473334830779411
3.927972976869379,47.02940179378149
4.498095607205338,41.06468961037219
3.442141285965063,32.81110527862225
8.458637582367365,88.653961910522
4.210779940242304,35.95347782025326
3.5284105871864266,36.42140554488492
5.884264748424236,65.37836125565451
2.2683180247728636,14.645764074922498
8.219772826786357,83.1208975605251
1.6709557931179373,18.00897190242149
9.881982429404655,100.0
7.9502029236699165,73.31727568230876
2.7884411338075514,21.282128272654134
1.0496990541124216,13.106698369208704
8.339152856093508,84.876451927101
7.361716094628554,74.86962519801492
7.561064512368886,77.34288617117373
7.941433120173512,76.01420759384267
1.6664018656068134,17.82528714187315
4.226191556898454,43.72727793547794
2.0428215357261674,16.856458267129835
8.767930832880342,97.00818088452719
6.609683141448022,68.46599601903915
3.9780822236738427,33.82430475072519
1.5720251525742128,19.003019568911277
3.79884089544096,33.11500060327299
3.9266498982407234,43.2019220011195
7.566455605042576,81.45753394546279
6.738017242196918,63.27676083021063
8.98491468318694,94.66602747809101
5.249934326457543,54.563247899257924
2.0763482134447155,24.873782934419605
7.419203085006955,83.67599576333927
7.847065437552077,77.24371379550641
6.051494778125466,56.746266959467214
7.938704619591049,74.93947404778287
5.444160367279517,50.362552247967976
5.704595464437946,56.66044609730894
4.847869165226946,50.18445152635268
1.2287721406968566,13.67117540361866
1.97102284293974,23.84614467457752
